contribution_ext_id,pm_name,sitting_date,debate_section,is_pmqs,contribution_text,sentiment_label
4624089C-4AE1-47BF-A06B-B03E9132270F,Boris Johnson,2021-08-18,Afghanistan,False,"Like many of us, I have been lobbied extensively about the excellent work done by Mr Pen Farthing. I am well aware of his cause and all the wonderful things that he has done for animals in Afghanistan. I can tell my hon. Friend that we will do everything that we can to help Mr Pen Farthing and others who face particular difficulties, as he does—as I say, without in any way jeopardising our own national security. These are concerns shared across the international community, from the region itself to all of the NATO alliance and, indeed, all five permanent members of the UN Security Council. I will chair a virtual meeting of the G7 in the coming days. Thirdly, we have an enduring commitment to all the Afghan people. Now more than ever we must reaffirm that commitment. Our efforts must focus on supporting the Afghan people in the region, particularly those fleeing conflict or the threat of violence. We therefore call on the United Nations to lead a new humanitarian effort in the region.",
7DB87A1E-92F1-494F-A297-8CFE04BC7EBF,Boris Johnson,2021-09-06,Afghanistan,False,"I thank the hon. Member very much for raising the case. I have to tell him that I am told we have no evidence of anybody being pulled off flights, but obviously I would ask him to raise the particular cases directly with my right hon. Friends beside me. But I can tell him that I think, when he looks at the overall record of the UK moving people out of Kabul and across the whole of Afghanistan, he will see that it was an astonishing feat.",
7BB9FF14-6E6C-442B-88AE-DA8481E6F090,Boris Johnson,2021-09-07,Health and Social Care,False,"Yes. I thank my hon. Friend for everything he does for local government. Of course we will make sure that we bring forward the White Paper, which will show how we intend to join up healthcare and local government in a way that they have not been since the foundation of the NHS more than 70 years ago.",
399F817B-CA07-4F53-8802-5832201C3AEE,Boris Johnson,2021-09-07,Health and Social Care,False,"I thank my hon. Friend, who knows a great deal about this issue and the pressures that the sector faces. I can tell him that, yes, of course it covers both residential and domiciliary, and yes, there is a £500 million fund to help the caring profession, and we will provide 700,000 training places as a direct result of what we are doing today.",
ED48CC7C-EE80-414D-9B7A-71E79912B84B,Boris Johnson,2021-09-08,Engagements,True,"As the hon. Gentleman knows, planning is a devolved matter, but what I can tell him and the House is that we have provided business with over £100 billion of support throughout the pandemic, including 1.5 million bounce back loans to small and medium-sized enterprises such as the one that he describes.",
6B4ED170-A7F8-4D69-ACD4-7B423F445A61,Boris Johnson,2021-11-03,G20 and COP26 World Leaders Summit,False,"What we are doing is putting hard cash into supporting countries around the world. The right hon. Gentleman makes a good point about the SDRs. We are looking at that as well, but we are prioritising cash up front.",
DFAA20F8-C480-4709-9BA8-71EF717C228E,Boris Johnson,2021-11-15,COP26,False,"Yes. I thank my hon. Friend. I should have renewed my thanks for the Italian presidency of the G20 and co-presidency of COP, and to Mario Draghi, who did an outstanding job throughout the period. My hon. Friend is totally right on the green industrial revolution. In the year since the 10-point plan was put forward to business around the world, £15 billion of investment in green technology has been secured in this country and many tens of thousands of high-wage, high-skilled jobs. That is the future.",
7DEBFCEA-067E-4A6F-AC9A-FCF423B8B839,Boris Johnson,2021-11-17,Engagements,True,"I appreciate that ambulance crews and ambulance services are doing an amazing job, particularly at this time of year, and I thank them for what they are doing. We are supporting them with more cash. Another £450 million was awarded to 120 trusts to upgrade their facilities, and as the right hon. Gentleman knows, we are putting another £36 billion into dealing with the backlog, which is fundamentally affecting the NHS so badly at the moment, through the levy that we have instituted, which I do not think he supported.",
6D1F5396-B7CD-4818-A421-33DFE7B8C8AE,Boris Johnson,2021-11-24,Engagements,True,"I thank the hon. Member for raising this vital issue and for his personal commitment to this cause. I can assure him that we are studying his proposed Bill and working to ensure that people do get support for the acquired brain injuries that they have received. What we can certainly pledge at this stage—I hope this will be of some use to him and the many who care about this issue in the way that he does, as I am sure Members do across the House—is that the Department of Health and Social Care will lead on the development of a cross-departmental Government strategy on acquired brain injury and other neurological conditions. I will be very happy to share details with him shortly.",
4FEF8159-F428-449B-A708-5C7DFD72AE64,Boris Johnson,2021-11-24,Engagements,True,"I think I have answered that question three times already. This does more for working people up and down the country than Labour ever did, because we are actually solving the problem that Labour failed to address. We are disregarding your housing asset altogether while you are in it. The right hon. and learned Gentleman talks about jobs and working people. Let me remind him of one key statistic that people should bear in mind. He talks about the economy, and now, almost a month after furlough ended, there are more people in work than there were before the pandemic began. That is because of the policies that the Government have pursued.",
77E6056A-D300-4019-A720-6A2CA5C2A19A,Boris Johnson,2021-12-01,Engagements,True,"I thank the police officers in the west midlands, and I thank the hon. Lady for drawing attention to what we are doing to increase the number of police officers—[Interruption.] No, we are on track: of the 20,000 that I pledged on the steps of Downing Street two and a half years ago, we have already recruited another 11,000. I am proud to say that our police officer workforce is more representative of the whole of this country, with more women and more people from ethnic minorities, than ever before.",
FC4D42F1-CE36-4E98-AC1C-47569B940DD6,Boris Johnson,2021-12-01,Engagements,True,"I am very grateful to the hon. Lady, who raises an extremely important issue about a phenomenon that I know has caused huge distress to many, many women in this country. We published the Cumberlege report, and if there is anything more we can do, I am certainly willing to look at it. I am grateful to the hon. Lady for raising this.",
8DF73A86-6540-4838-9B2D-3CA7844AC33F,Boris Johnson,2022-01-05,Engagements,True,"I thank the right hon. Gentleman. I can tell him that we are addressing the issue of fuel. We should not forget that the cap is still in place, and all the mitigations that I have talked about are there, but we are determined to do what we can to help people through this pandemic. What we must do above all is make sure this country has a better supply of cheap and affordable energy, which the Opposition hopelessly refused to institute during their 13 wasted years in government.",
28F4D3DA-092E-485E-AB4E-AA6B33DAF8DC,Boris Johnson,2022-01-12,Engagements,True,"I appreciate the point that the right hon. and learned Gentleman is making about the event that I attended. I want to repeat that I thought it was a work event. I regret very much that we did not do things differently that evening, as I have said, and I take responsibility and I apologise. As for his political point, I do not think that he should pre-empt the outcome of the inquiry. He will have a further opportunity, I hope, to question me as soon as possible.",
5D00F59A-16B5-41F6-A562-48D31C1B8554,Boris Johnson,2022-01-12,Engagements,True,I thank my hon. Friend for his fantastic championing of Stoke-on-Trent. I also thank him for volunteering to serve as a teacher again during the pandemic—a wonderful thing to do. I will certainly see what we can do to satisfy his request for more buses in Stoke as fast as possible.,
AB61F201-865E-426B-912A-0B2027415343,Boris Johnson,2022-01-31,Sue Gray Report,False,"I repeat what I have said: that I am deeply sorry for all the suffering there has been throughout this pandemic, whether of the hon. Gentleman’s constituents or anyone in the country. As to his points about what is in the report, I do not think his views are substantiated by what the report says. I think he should wait to see where the inquiry goes. That is what I propose to do.",
A36559A2-5CC4-4446-BABB-8BE8DFEC41D5,Boris Johnson,2022-01-31,Sue Gray Report,False,"With permission, Mr Speaker, I would like to make a statement. First, I express my deepest gratitude to Sue Gray and all the people who have contributed to this report, which I have placed in the Library of this House and which the Government have published in full today for everyone to read. I will address the report’s findings in this statement, but first I want to say sorry. I am sorry for the things we simply did not get right and sorry for the way this matter has been handled. It is no use saying that this or that was within the rules, and it is no use saying that people were working hard—this pandemic was hard for everyone. We asked people across this country to make the most extraordinary sacrifices—not to meet loved ones, not to visit relatives before they died—and I understand the anger that people feel. But it is not enough to say sorry. This is a moment when we must look at ourselves in the mirror, and we must learn. While the Metropolitan police must yet complete their investigation, and that means there are no details of specific events in Sue Gray’s report, I of course accept Sue Gray’s general findings in full, and above all her recommendation that we must learn from these events and act now. With respect to the events under police investigation, she says: “No conclusions should be drawn, or inferences made from this other than it is now for the police to consider the relevant material in relation to those incidents.” More broadly, she finds: “There is significant learning to be drawn from these events which must be addressed immediately across Government. This does not need to wait for the police investigations to be concluded.” That is why we are making changes now to the way Downing Street and the Cabinet Office run, so that we can get on with the job—the job that I was elected to do, and the job that this Government were elected to do. First, it is time to sort out what Sue Gray rightly calls the “fragmented and complicated” leadership structures of Downing Street, which she says “have not evolved sufficiently to meet the demands” of the expansion of No. 10. We will do that, including by creating an Office of the Prime Minister, with a permanent secretary to lead No. 10. Secondly, it is clear from Sue Gray’s report that it is time not just to review the civil service and special adviser codes of conduct, wherever necessary, to ensure that they take account of Sue Gray’s recommendations, but to make sure that those codes are properly enforced. Thirdly, I will be saying more in the coming days about the steps we will take to improve the No. 10 operation and the work of the Cabinet Office, to strengthen Cabinet Government, and to improve the vital connection between No. 10 and Parliament. Mr Speaker, I get it and I will fix it. I want to say to the people of this country: I know what the issue is. [Hon. Members: “No!”] Yes. [Hon. Members: “You!”] It is whether this Government can be trusted to deliver. And I say yes, we can be trusted—yes, we can be trusted to deliver. We said that we would get Brexit done, and we did. We are setting up freeports around the whole United Kingdom. I have been to one of them today that is creating tens of thousands of new jobs. We said we would get this country through covid, and we did. We delivered the fastest vaccine roll-out in Europe and the fastest booster programme of any major economy, so that we have been able to restore people’s freedoms faster than any comparable economy. At the same time, we have been cutting crime by 14%, building 40 new hospitals and rolling out gigabit broadband, and delivering all the promises of our 2019 agenda, so that we have the fastest economic growth of the G7. We have shown that we have done things that people thought were impossible, and that we can deliver for the British people. [Interruption.] I remind those on the Opposition Benches that the reason we are coming out of covid so fast is partly because we doubled the speed of the booster roll-out. I can tell the House and this country that we are going to bring the same energy and commitment to getting on with the job, to delivering for the British people, and to our mission to unite and level up across this country. I commend this statement to the House.",
6391EEE6-70C9-4E5B-987E-E0F1EF9B5952,Boris Johnson,2022-02-02,Engagements,True,"No, I think everybody in this country can see that we have been through the biggest pandemic for 100 years and that we have looked after the people of this country to the tune of £400 billion, which we put into furlough and all the other schemes, with 11.7 million people protected. Everybody knows the cost of that. At the same time, despite all the difficulties we have faced, we have now got the fastest growth in the G7. That is absolutely true. We have youth unemployment at a record low. We have got three times as much tech investment coming into this country as France, and twice as much as Germany. [Interruption.] Yes, that is absolutely true. If we want to know about Labour economics, never forget that the last time they were in office, when they were finally booted out, they left a note saying, “There is no money left.” That is the way they run the country.",
F15F99D2-23F5-42E8-8E43-83C0D9A32FA3,Boris Johnson,2022-02-02,Engagements,True,"The hon. Member talks about cutting VAT. I wonder whether he voted for Brexit and our ability to cut VAT—perhaps he could indicate. We delivered that and celebrated its anniversary on Monday. I sympathise very much with his constituent and understand the pressures that people are facing on the costs of living, but what we have got to do is invest and protect them. We are putting in £12 billion-worth of support and financial help for families in hardship this year, which is absolutely vital after the pandemic. The most important thing is to have a jobs-led economic recovery. In case I failed to make myself clear before you wound me up, Mr Speaker, that is why we have the fastest economic growth in the G7.",
B3A1548D-86A5-4BB5-8987-6DE622A49243,Boris Johnson,2022-02-02,Engagements,True,I hesitate to remind the hon. Lady that she campaigned actively to install a Prime Minister who wanted to get rid of our nuclear deterrent altogether.,
0009458D-5625-422D-89B3-68D9D809CF18,Boris Johnson,2022-02-09,Engagements,True,"I can tell the House today that it is my intention to return on the first day after the half-term recess to present our strategy for living with covid. Provided that the current encouraging trends in the data continue, it is my expectation that we will be able to end the last domestic restrictions, including the legal requirement to self-isolate following a positive test, a full month early. This morning I had meetings with ministerial colleagues and others. In addition to my duties in this House, I shall have further such meetings later today.",
D90B78EB-5E6D-4E68-BD4B-2AB99CDEBB70,Boris Johnson,2022-02-22,Ukraine,False,"We have to recognise the lesson of 2014, which is that we have to move away from a dependence on Russian hydrocarbons, and the Government will pursue policies to that end.",
D004BDD6-9D54-4185-9A62-5B2DB7B0EF80,Boris Johnson,2022-02-22,Ukraine,False,"Yes. I thank my hon. Friend for everything that he is doing in the Council of Europe. We should stand by democratic Ukrainian politicians. We all know them; we have all met them. All they want to do is live in peace and freedom, and we should work together to ensure that they can.",
EAA49B61-B0B1-4E47-B87C-19F8665ABFB9,Boris Johnson,2022-02-22,Ukraine,False,"My right hon. Friend is absolutely right to place the emphasis he does on NATO, which has proved its value in the last 70 years. It is the pre-eminent, most successful alliance in history. It is a defensive alliance and we are now reinforcing it all across the eastern perimeter. What NATO is not doing—no NATO country is currently considering this—is sending combat troops to Ukraine, and he will understand the reasons for that, but that does not preclude support by NATO countries for Ukraine, including military support.",
AAEC64E2-C7E9-40B4-9E08-33AEC9A1BC64,Boris Johnson,2022-02-24,Ukraine,False,"There are all sorts of reasons for the failure of the west to take sufficient account of the threat of Vladimir Putin since 2014, but the two biggest are oil and gas.",
FFA58A98-8A30-4C6C-942A-C62FE1D7DC40,Boris Johnson,2022-02-24,Ukraine,False,The hon. Lady is absolutely right that there is a continual struggle beneath the surface of the sea between submarines that are out to sever cables and those of us who are trying to make sure those links are maintained.,
6EA3EA52-D2A4-4797-92A0-2274F3FCF6CA,Boris Johnson,2022-02-24,Ukraine,False,"I know that my right hon. Friend is a great military expert, and I understand the attractions of the no-fly zone. I remember the no-fly zone that was created in 1991, as I recall, in northern Iraq. However, the situation here is very different. We would face the risk of having to shoot down Russian planes, and that is something that I think the House would want to contemplate with caution.",
E111946C-4CCE-45EA-B911-AD9D4C6F4E31,Boris Johnson,2022-03-09,Engagements,True,"I just remind the House that under the Labour Government, our nuclear output fell from about 25% to 10% of our energy needs, and as I recall, that was because of the decisions they took. We are now going to rectify that. The right hon. and learned Gentleman asked about the cost of energy bills, and we are helping households with the cost of energy bills to the tune of £9.1 billion. Why can this Government afford to do that? Why can we afford to put huge quantities of taxpayers’ money into supporting households with their energy costs? I will tell you why, Mr Speaker: it is because we have the fastest growth in the G7. Do not forget that if we had listened to Captain Hindsight, we would have stayed in lockdown and never achieved it.",
7823103D-9E8E-4AD1-AEEA-2E6FDF33E6AE,Boris Johnson,2022-03-23,Engagements,True,"My hon. Friend is right in what she says about P&O and about the 800 workers. I will make sure that she gets all the meetings she needs to make sure that we continue with all our fantastic investments in Dover, whether transport, education or otherwise.",
7B3317CC-99B6-4A2D-B018-5602B1EE9BCA,Boris Johnson,2022-04-19,Easter Recess: Government Update,False,"I would love to give more commentary on this, but I have told the House very clearly that I cannot do that until the investigation is complete.",
F4256974-96E2-412A-B62F-1A32AE9F8417,Boris Johnson,2022-05-18,Engagements,True,"I accept that of course there are economic pressures on our country now caused by the factors that we have mentioned, but that is why we have already increased the minimum wage by £1,000 per year for those who are on it, already increased universal credit by £1,000 a year, and all the other measures—billions and billions of tax that we are putting into supporting incomes. The reason we can do that is that we have strong economic fundamentals, with unemployment—I do not know when the hon. Gentleman was born—at the lowest it has been since 1974. That is giving us the foundation to take our country forward.",
46C0D727-747C-4DAC-804B-C4158B1D44A7,Boris Johnson,2022-05-18,Engagements,True,"I would be grateful if the right hon. and learned Gentleman could send me the details of that sad case. The NHS does cover the costs of those who are on dialysis. By the way, the Opposition voted against the vital investment in the NHS that this country needs. I remind the right hon. and learned Gentleman, and the House, of the key point: none of this is possible—the investment in the NHS is not possible, the £22 billion that we have already put in is not possible and the further investment we are going to put in is not possible—without the strong economy that this Government have delivered. It is because we took the tough decisions that I have mentioned that we have record low unemployment —or a record low for the last 50 years. The Queen’s Speech that we have been debating is about putting in the infrastructure, skills and technology that will continue to build the platform for growth and jobs in this country. That is what this Government are committed to doing and that is the best way out of economic problems. By the way, I thought it was fantastic to see Her Majesty the Queen open Crossrail. That has already delivered 72,000 jobs and will produce £90 billion for the whole of the UK economy. Let me ask the right hon. and learned Gentleman: who was the Mayor of London when Crossrail was first starting to be built? And who was the Prime Minister who completed it? We get the big things done. There has never been a Labour Government who left office with unemployment lower than when they began.",
68E8B1F2-1D12-4627-9D38-133D80FE853E,Boris Johnson,2022-05-18,Engagements,True,"My hon. Friend is a fantastic campaigner for her constituency, as I discovered just the other day. We are recruiting more police officers: 300 more in Lancashire and 13,576 more across the whole of the country. I would of course be happy to arrange the relevant meeting so that we can continue to drive neighbourhood crime—which is already down 33%—down even further.",
6613DF6D-9581-41FD-A196-7BD1337AD1BE,Boris Johnson,2022-05-25,Sue Gray Report,False,"I agree very much with what my hon. Friend has just said. As I said in my opening statement, any rudeness towards a member of staff is absolutely inexcusable and I want whoever was responsible to apologise.",
968489DB-F29C-4F2D-91F0-99D67AEC698A,Boris Johnson,2022-05-25,Engagements,True,"Let us be clear: if there is an issue with fire safety in a building, extra steps should be taken and remediation should be made. When it comes to self-evacuation, the Home Office has launched a new consultation to support the fire safety of residents who are unable to self-evacuate, but if the hon. Lady has further representations to make on that point, I will be very happy to ensure she gets a meeting with a Minister in the Department for Levelling Up, Housing and Communities.",
2B60B6B9-F421-4002-B540-7780F01FC09D,Boris Johnson,2022-05-25,Sue Gray Report,False,"I repeat my condolences to those who suffered from covid, to those who could not get the treatment that they needed during the pandemic, and to the family of Ruby who could not see her when she was suffering from cancer. All I can say now is that we want to get on with our work, which is to clear the backlogs, particularly for cancer patients up and down the country.",
50885C78-D2D7-4E2A-8904-18BE314FE24A,Boris Johnson,2022-06-08,Engagements,True,"My hon. Friend and I were walking together on the seafront in Redcar—eating a lemon top, actually—when somebody raised that very point with us. I can tell him that we have ruled out chemical pollution, but we are making another £100 million of investment, including in communities such as his, and working with the fishing industry to help it to recover from this problem.",
28981763-EDC1-465A-BBFA-22DE8592C262,Boris Johnson,2022-07-04,"CHOGM, G7 and NATO Summits",False,"It was a great day for democracy, which is one thing among many that the Commonwealth stands for in the world. I think that Patricia Scotland will do an excellent job for the next two years, and she will get every possible support.",
31D87C48-C230-4574-B779-256756C09BFD,Boris Johnson,2022-07-13,Engagements,True,"I know the problem of which my hon. Friend speaks very well. There is no single solution to tackling surface water flooding, but she is absolutely right in wanting to put more pressure on Thames Water to try to come up with sustainable solutions. That has to be done working with partners and councils, and with developers as well.",
6E406989-AC2C-48ED-B6D2-023D76BC29E5,Keir Starmer,2024-09-11,Engagements,True,"Economic growth is our No. 1 mission, and that is why we forged a new, positive relationship with business, but too many people are insecure at work, and that holds them back and holds our economy back. This Government were elected to deliver for working people, and that is exactly what we will do.",
6665AC20-3933-4621-8E97-364E65A3F1ED,Keir Starmer,2024-10-07,Anniversary of 7 October Attacks:  Middle East,False,"The right hon. Member is right to emphasise the impact that this has on children in particular. We have special responsibilities to children in any conflict. The first step to protecting children is to create the conditions for a ceasefire and de-escalate, which is why, working with our allies, we are spending so much time on that de-escalation and finding a route to a ceasefire.",
0DC5DFEF-EFA5-4A09-B795-CD1F58A17E85,Keir Starmer,2024-10-07,Anniversary of 7 October Attacks:  Middle East,False,"We are working constantly with our allies to de-escalate the situation, to hold those responsible to account and to ensure that we bring about the much sought-after peace that all communities want.",
976441C3-76C9-494D-9541-E2F55442A428,Keir Starmer,2024-10-16,Engagements,True,"Yes, I do, and I know this is a concerning time for families who rely on the brilliant work of Whitby InterActive. Children with special educational needs and disabilities have been failed for too long. It comes up repeatedly in the House, with parents struggling to get their children the support they need and deserve. We must raise the standards for every child so that they can succeed in education. We will fix the foundations and ensure that every child can achieve their potential.",
B422E345-6BB1-4AF1-9236-489D5750797A,Keir Starmer,2024-10-30,Engagements,True,"Yes, and that is a really important point. Last year, the Leader of the Opposition held a summit on AI, which was very important. We have been bringing together the leaders in AI. We have a huge advantage in this country, being ranked in the top three in the world. AI will have huge potential for our growth and our public services, and I think that the whole House should be fully supportive of it.",
9A8BF280-33D3-49F3-BEBB-69B4D3084F3E,Keir Starmer,2024-10-30,Engagements,True,"Homelessness levels are far too high in this country, and we are developing a long-term strategy, working with mayors and local leaders, to end homelessness once and for all. We are taking action to tackle the root causes, which is delivering the biggest increase in social and affordable house building in a generation, and we have picked up where the Conservatives failed by abolishing no-fault evictions, preventing many renters from ending up homeless.",
B2546100-6E5B-402D-A51B-4051B39D86C1,Keir Starmer,2024-11-13,Engagements,True,"What happened to Bethany is appalling, and my thoughts, as I am sure are those of the whole House, are with her family. We need a culture shift here, and we have committed to halving violence against women and girls in a decade. No Government have ever made that commitment before, and I hope that can be something that is shared across the House, because this is so important. It starts with that central question of belief and confidence: for every woman or young woman who comes forward, there are probably about nine who never had the confidence to come forward, and this starts with belief and the culture that we put in place. We are committed to that, and I invite the whole House to join us on that mission to halve violence against women and girls.",
5BD972E1-5D7F-4B75-A0B7-E38F01500A44,Keir Starmer,2024-11-21,G20 and COP29 Summits,False,"I want this initiative to proceed at pace; it is a really important initiative. There is no silver bullet here. We need to work across all areas to reach the goal of clean power by 2030, and we will continue to do so at pace.",
47D4B36F-3C31-4B0B-BA54-750D3B85E20D,Keir Starmer,2024-11-21,G20 and COP29 Summits,False,"It is a great shame that the Conservative party has decided to go backwards on that important challenge. Not so many years ago, there was a united position across the House because it is such an important challenge. I think that is simply a sign of how far the Conservatives have fallen. It is unsurprising that they are on the Opposition Benches. May they remain there for very long time.",
957FF659-F8B5-47DA-A423-0F5F3A37E78B,Keir Starmer,2024-11-21,G20 and COP29 Summits,False,"I raised it personally myself because it is such an important case, and it is very important that we continue to do so. It is raised by Government Ministers every time we engage with China. It is such an important case—this House knows the details—which is why I took the opportunity in the meeting I had earlier this week to raise it directly with the President.",
B8C6BA42-AE16-4FC3-BEB7-64C300C0F546,Keir Starmer,2024-11-27,Engagements,True,"I am grateful to my hon. Friend for raising this. The decision on the mineworkers’ pension scheme reversed a historic injustice, and I am so pleased that we were able to do it in the Budget. As I think he knows, I met some of the Orgreave campaigners and listened very carefully to what they had to say. They are entitled to the truth, and we are carefully considering the next steps to deliver it for them.",
79565CD5-0D30-42D7-AF7C-946A684B6837,Keir Starmer,2024-12-04,Engagements,True,"The only relaunch on the Conservative Benches is the leadership bids of the right hon. Lady’s rivals. She obviously has not read the OECD report published this morning: the fastest growth in the next two years of any major economy in Europe—we are proud of that. Opposition Members should never be allowed to forget the damage they did to our country. They used Britain like some sort of mad scientist’s experiment: open borders, unfunded tax cuts, a neglected health service. And now all the madness is still coming out, but they say they should be back in office. They have not listened, they have not learned, and they certainly have not changed. There is only one party that is driving this country forward, and that is this Labour Government.",
D4E5764F-05A1-4CFD-95E7-FE80ECDC70A4,Keir Starmer,2024-12-18,Engagements,True,"I am not going to adjudicate between the contending singles for the top of the charts, but I end this Question Time by wishing a happy Christmas and a peaceful new year to everyone across the House.",
DADAB1A5-53D2-40C3-A96B-4E5E24702D28,Keir Starmer,2025-02-05,Engagements,True,"My hon. Friend is right that the new runway at Heathrow can boost economic growth across the whole country. It would boost the economy by billions and create over 100,000 jobs across the UK, with 60% of the economic benefits outside London and the south-east. It is good for Scottish passengers and Scottish businesses—and particularly for Scottish salmon, which is the No. 1 export passing through Heathrow and has been worth £970 million over the past five years. I will happily ensure that she gets a meeting with the relevant Minister.",
7DB54441-3C04-478E-A761-AFAC1CE2CE17,Keir Starmer,2025-02-05,Engagements,True,"We set up the independent review, and I know the right hon. Gentleman welcomes that, and it was the right thing to do. I do not know the details of Andrea’s case, but if he provides them to me, I will certainly make sure that we have the details and look into what has happened in her particular case.",
FE16B7CB-1E0F-4281-8F49-039DA7A48B0C,Keir Starmer,2025-02-05,Engagements,True,"The right hon. Gentleman raises a very important issue. The most important issue on the ceasefire is obviously that it is sustained and that we see it through the phases, and that means that the remaining hostages come out and the aid that is desperately needed gets into Gaza at speed and at the volumes that are needed. I have, from the last few weeks, two images fixed in my mind. The first is the image of Emily Damari reunited with her mother, which I found extremely moving. The second is the image of thousands of Palestinians literally walking through the rubble to try to find their homes and their communities in Gaza. They must be allowed home. They must be allowed to rebuild, and we should be with them in that rebuild on the way to a two-state solution.",
9A920EB7-B6FD-442C-8DF6-2C97BF60BACC,Keir Starmer,2025-02-12,Engagements,True,"As the right hon. Gentleman knows, I met President Zelensky in Kyiv just a few weeks ago—it was my eighth meeting. The position since the outbreak of this conflict has been a united position across the House of supporting Ukraine, and I was able to reiterate my position, which is that we must put Ukraine in the strongest possible position. That matters now just as much as it mattered at the beginning of the conflict, and I did discuss with him what more we and our allies can do to put Ukraine in the strongest possible position.",
8E86633B-F734-44B1-9959-1869575520E7,Keir Starmer,2025-02-12,Engagements,True,"This is a really important issue, as the right hon. Gentleman rightly points out. I have long supported it and will continue to support it, and I will share details with him just as soon as I can.",
E06C73F6-BA42-42FA-9338-72A80A0F8F33,Keir Starmer,2025-02-12,Engagements,True,"I am very pleased that my hon. Friend has raised this issue, and that we will be able to give employers more flexibility on maths and English requirements. This is really important, as many young people did not get the maths qualification they wanted but are very well suited for the future and want to play their part. They can now get an apprenticeship under our changes. These 10,000 extra apprenticeships are delivering for them, giving them a chance to contribute to our economy.",
1F57F7FA-8665-497F-814F-E7E6A9424AAB,Keir Starmer,2025-02-25,Defence and Security,False,"The right hon. Gentleman says I did not mention the UN. The UN charter is at the heart of this, because Russia is in breach of it. Russia is an aggressor that has invaded another country and is occupying part of that country, and it will go further if it is encouraged down that line. That is why we need to take these decisions. It is the first duty of Government to keep our country safe and secure. That is a duty I take extremely seriously. The poorest people in this country would be the first to suffer if the security and safety of our country was put in peril.",
22083082-2E46-4D3D-82BF-6FB535213A10,Keir Starmer,2025-02-25,Defence and Security,False,"I do agree with that. The last Government let welfare spending spiral by an additional £30 billion. Some 2.8 million people are out of work because they cannot go to work due to some health-related issue. That is a very high number. It is out of control, and we have to get it back under control.",
F66C8395-C197-4E98-A3CE-F200AAC2378E,Keir Starmer,2025-03-03,Ukraine,False,My hon. Friend is right: we do need to take further measures. That is why we have taken specific sanctions against the shadow fleet and oil producers—to tackle that very issue.,
065CC00E-8074-49D5-B341-9A3C3CA386B5,Keir Starmer,2025-03-03,Ukraine,False,"I do agree, which is why I remain committed to international development, and want to get back to a position where we can increase it. It is also why I want to work across the House to see what else we can do in the immediate and near term to pull other levers in relation to development.",
BBCBDA5E-F5D2-42B6-AF4C-5B4D646F49C3,Keir Starmer,2025-03-03,Ukraine,False,"I thank the right hon. Member for his question and for his support. I do have confidence that we have the necessary capability. I do not take these considerations lightly. He is absolutely right that we should do this in conjunction with the US, working in the way we have for many decades now, which has ensured peace here and in Europe. We shall continue to work in that way.",
45629C38-AC03-4B9F-96F5-E2B6BBD6402F,Keir Starmer,2025-03-05,Engagements,True,"I was pleased that in the meeting last week we did discuss an economic deal and agreed that our teams would indeed sit down rapidly to talk through a deal. That is what they are doing. As the right hon. Lady rightly says, that is far better than getting drawn into conflict in relation to tariffs.",
B5575B25-8281-491C-82C7-6FBF84752D4E,Keir Starmer,2025-03-12,Engagements,True,"The hon. Gentleman is right: we have to get the houses that we need built in his constituency and elsewhere—something that the Conservative party failed to do. That is why we have introduced the infrastructure Bill, which I think he welcomes. That Bill will get Britain building, so that we can deliver on those 1.5 million new homes through our plan for change. On the issue he raises, he and my hon. Friend the Member for Stroud (Dr Opher) have been working together to try to resolve this issue, as I understand it, and I am happy to ensure that he gets a meeting with the relevant Minister, if that would help in taking it further.",
72213074-B9A5-4813-BBF6-849868181E8C,Keir Starmer,2025-03-26,Engagements,True,"It is really important that we unleash the economic potential of north Wales, including by kick-starting the investment zone, which is backed by major businesses like Airbus and JCB, to leverage £1 billion of private investment; investing £975 million to benefit aerospace workers at Broughton, where I met the fantastic young workers; and securing £1 billion of investment in Shotton Mill, securing 300 jobs on Deeside. We put a record amount of money into the Welsh Government at the Budget—a decision that was opposed by Plaid.",
830E273D-9561-4424-BF18-64DD72A72180,Keir Starmer,2025-04-30,Engagements,True,"The hon. Gentleman raises an important question about antisocial behaviour. [Interruption.] The Conservatives are laughing about it; that really sums up what they did in the past 14 years. He knows that there are already strict rules in place to prevent antisocial behaviour, including fines of up to £1,000. We are focused on tackling antisocial behaviour. It is not low-level; it affects people, their communities, their sense of safety and what they can do with their own lives. That is why an additional £1.2 billion has been set aside for policing—13,000 new neighbourhood police officers, new respect orders and a named officer in every community. We take this seriously; the Conservatives laugh about it.",
AB2DCCEE-CEC9-4817-967E-D8982E9455A0,Keir Starmer,2025-04-30,Engagements,True,"I thank the hon. Member for raising this important issue with us. We will always stand up for those who served our country, and I pay tribute to Pauline for her service. I will ensure that she gets the appropriate meeting that she wants and needs to discuss her specific case.",
8F764CCF-643C-4199-9515-A1D80B544BC0,Keir Starmer,2025-05-20,UK-EU Summit,False,"We already are doing so, because it is important that we now get on with this as quickly as we can.",
